city1,city2,start,end,carrier_lg
"Houston, TX","Washington, DC (Metropolitan Area)",2015-10-01,2016-01-01,UA
"Houston, TX","Washington, DC (Metropolitan Area)",2016-01-01,2016-04-01,WN
"Houston, TX","Washington, DC (Metropolitan Area)",2016-04-01,2016-07-01,UA
"Houston, TX","Washington, DC (Metropolitan Area)",2016-07-01,2018-07-01,WN
"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",2008-01-01,2010-01-01,AS
"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",2010-01-01,2010-04-01,UA
"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",2010-04-01,2011-10-01,AS
"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",2011-10-01,2012-04-01,UA
"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",2012-04-01,2013-01-01,AS
"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",2013-01-01,2013-04-01,UA
"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",2013-04-01,2013-10-01,AS
"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",2013-10-01,2014-04-01,UA
"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",2014-04-01,2015-01-01,AS
"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",2015-01-01,2015-04-01,UA
"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",2015-04-01,2015-10-01,AS
"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",2015-10-01,2016-04-01,UA
"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",2016-04-01,2016-10-01,AS
"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",2016-10-01,2017-01-01,UA
"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",2017-01-01,2017-10-01,AS
"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",2017-10-01,2018-04-01,UA
"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",2018-04-01,2018-07-01,AS
"Albany, NY","Chicago, IL",2008-01-01,2018-07-01,UA
"Fort Myers, FL","Minneapolis/St. Paul, MN",2008-01-01,2010-01-01,NW
"Fort Myers, FL","Minneapolis/St. Paul, MN",2010-01-01,2017-10-01,DL
"Fort Myers, FL","Minneapolis/St. Paul, MN",2017-10-01,2018-01-01,SY
"Fort Myers, FL","Minneapolis/St. Paul, MN",2018-01-01,2018-07-01,DL
"Charlotte, NC","Hartford, CT",2008-01-01,2015-07-01,US
"Charlotte, NC","Hartford, CT",2015-07-01,2018-07-01,AA
"Dallas/Fort Worth, TX","Tampa, FL (Metropolitan Area)",2008-01-01,2018-07-01,AA
"Dallas/Fort Worth, TX","Nashville, TN",2008-01-01,2018-07-01,AA
"Philadelphia, PA","Salt Lake City, UT",2008-01-01,2018-07-01,DL
"Dallas/Fort Worth, TX","Kansas City, MO",2008-01-01,2008-07-01,AA
"Dallas/Fort Worth, TX","Kansas City, MO",2008-07-01,2018-07-01,WN
"Kansas City, MO","Salt Lake City, UT",2008-01-01,2008-04-01,DL
"Kansas City, MO","Salt Lake City, UT",2008-04-01,2008-10-01,WN
"Kansas City, MO","Salt Lake City, UT",2008-10-01,2018-07-01,DL
"Omaha, NE","Seattle, WA",2008-04-01,2008-10-01,UA
"Omaha, NE","Seattle, WA",2009-04-01,2009-10-01,UA
"Omaha, NE","Seattle, WA",2009-10-01,2010-01-01,F9
"Omaha, NE","Seattle, WA",2010-04-01,2010-07-01,F9
"Omaha, NE","Seattle, WA",2010-07-01,2011-01-01,DL
"Omaha, NE","Seattle, WA",2011-04-01,2011-07-01,F9
"Omaha, NE","Seattle, WA",2011-07-01,2011-10-01,DL
"Omaha, NE","Seattle, WA",2012-04-01,2012-10-01,DL
"Omaha, NE","Seattle, WA",2013-04-01,2013-10-01,F9
"Omaha, NE","Seattle, WA",2013-10-01,2014-01-01,AS
"Omaha, NE","Seattle, WA",2014-04-01,2015-01-01,AS
"Omaha, NE","Seattle, WA",2015-04-01,2016-01-01,AS
"Omaha, NE","Seattle, WA",2016-04-01,2018-07-01,AS
"Boston, MA (Metropolitan Area)","Kansas City, MO",2008-01-01,2010-10-01,YX
"Boston, MA (Metropolitan Area)","Kansas City, MO",2010-10-01,2011-10-01,F9
"Boston, MA (Metropolitan Area)","Kansas City, MO",2011-10-01,2013-01-01,DL
"Boston, MA (Metropolitan Area)","Kansas City, MO",2013-01-01,2018-07-01,WN
"New Orleans, LA","San Antonio, TX",2008-10-01,2009-07-01,WN
"New Orleans, LA","San Antonio, TX",2009-10-01,2011-07-01,WN
"New Orleans, LA","San Antonio, TX",2011-10-01,2012-07-01,WN
"New Orleans, LA","San Antonio, TX",2012-10-01,2014-04-01,WN
"New Orleans, LA","San Antonio, TX",2014-10-01,2018-07-01,WN
"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",2008-01-01,2010-01-01,NW
"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",2010-01-01,2018-07-01,DL
"Chicago, IL","Norfolk, VA (Metropolitan Area)",2008-01-01,2009-07-01,UA
"Chicago, IL","Norfolk, VA (Metropolitan Area)",2009-07-01,2010-01-01,WN
"Chicago, IL","Norfolk, VA (Metropolitan Area)",2010-01-01,2010-07-01,UA
"Chicago, IL","Norfolk, VA (Metropolitan Area)",2010-07-01,2011-01-01,WN
"Chicago, IL","Norfolk, VA (Metropolitan Area)",2011-01-01,2011-10-01,UA
"Chicago, IL","Norfolk, VA (Metropolitan Area)",2011-10-01,2012-01-01,WN
"Chicago, IL","Norfolk, VA (Metropolitan Area)",2012-01-01,2012-04-01,UA
"Chicago, IL","Norfolk, VA (Metropolitan Area)",2012-04-01,2012-07-01,WN
"Chicago, IL","Norfolk, VA (Metropolitan Area)",2012-07-01,2012-10-01,UA
"Chicago, IL","Norfolk, VA (Metropolitan Area)",2012-10-01,2013-01-01,WN
"Chicago, IL","Norfolk, VA (Metropolitan Area)",2013-01-01,2013-10-01,UA
"Chicago, IL","Norfolk, VA (Metropolitan Area)",2013-10-01,2014-01-01,WN
"Chicago, IL","Norfolk, VA (Metropolitan Area)",2014-01-01,2016-01-01,UA
"Chicago, IL","Norfolk, VA (Metropolitan Area)",2016-01-01,2017-04-01,WN
"Chicago, IL","Norfolk, VA (Metropolitan Area)",2017-04-01,2017-10-01,UA
"Chicago, IL","Norfolk, VA (Metropolitan Area)",2017-10-01,2018-01-01,AA
"Chicago, IL","Norfolk, VA (Metropolitan Area)",2018-01-01,2018-07-01,UA
"Nashville, TN","San Diego, CA",2008-01-01,2018-07-01,WN
"Dallas/Fort Worth, TX","New Orleans, LA",2008-01-01,2018-07-01,WN
"Omaha, NE","Orlando, FL",2008-01-01,2010-07-01,WN
"Omaha, NE","Orlando, FL",2010-07-01,2010-10-01,DL
"Omaha, NE","Orlando, FL",2010-10-01,2011-07-01,WN
"Omaha, NE","Orlando, FL",2011-07-01,2013-01-01,DL
"Omaha, NE","Orlando, FL",2013-01-01,2013-07-01,WN
"Omaha, NE","Orlando, FL",2013-07-01,2013-10-01,DL
"Omaha, NE","Orlando, FL",2013-10-01,2018-07-01,WN
"Los Angeles, CA (Metropolitan Area)","Louisville, KY",2008-01-01,2010-04-01,WN
"Los Angeles, CA (Metropolitan Area)","Louisville, KY",2010-04-01,2010-07-01,DL
"Los Angeles, CA (Metropolitan Area)","Louisville, KY",2010-07-01,2018-07-01,WN
"Detroit, MI","Philadelphia, PA",2008-01-01,2009-10-01,NW
"Detroit, MI","Philadelphia, PA",2009-10-01,2011-10-01,US
"Detroit, MI","Philadelphia, PA",2011-10-01,2012-07-01,DL
"Detroit, MI","Philadelphia, PA",2012-07-01,2013-01-01,US
"Detroit, MI","Philadelphia, PA",2013-01-01,2013-07-01,DL
"Detroit, MI","Philadelphia, PA",2013-07-01,2013-10-01,US
"Detroit, MI","Philadelphia, PA",2013-10-01,2016-01-01,DL
"Detroit, MI","Philadelphia, PA",2016-01-01,2016-04-01,AA
"Detroit, MI","Philadelphia, PA",2016-04-01,2017-01-01,DL
"Detroit, MI","Philadelphia, PA",2017-01-01,2017-04-01,AA
"Detroit, MI","Philadelphia, PA",2017-04-01,2018-07-01,DL
"Columbus, OH","Jacksonville, FL",2009-04-01,2009-07-01,DL
"Columbus, OH","Las Vegas, NV",2008-01-01,2018-07-01,WN
"Milwaukee, WI","Minneapolis/St. Paul, MN",2008-01-01,2010-01-01,NW
"Milwaukee, WI","Minneapolis/St. Paul, MN",2010-01-01,2018-07-01,DL
"Boston, MA (Metropolitan Area)","Jacksonville, FL",2008-01-01,2010-01-01,US
"Boston, MA (Metropolitan Area)","Jacksonville, FL",2010-01-01,2010-07-01,B6
"Boston, MA (Metropolitan Area)","Jacksonville, FL",2010-07-01,2010-10-01,US
"Boston, MA (Metropolitan Area)","Jacksonville, FL",2010-10-01,2018-07-01,B6
"Tucson, AZ","Washington, DC (Metropolitan Area)",2008-01-01,2018-07-01,AA
"Detroit, MI","West Palm Beach/Palm Beach, FL",2008-01-01,2010-01-01,NW
"Detroit, MI","West Palm Beach/Palm Beach, FL",2010-01-01,2011-07-01,DL
"Detroit, MI","West Palm Beach/Palm Beach, FL",2011-10-01,2012-07-01,DL
"Detroit, MI","West Palm Beach/Palm Beach, FL",2012-10-01,2013-07-01,DL
"Detroit, MI","West Palm Beach/Palm Beach, FL",2013-10-01,2014-07-01,DL
"Detroit, MI","West Palm Beach/Palm Beach, FL",2014-10-01,2015-07-01,DL
"Detroit, MI","West Palm Beach/Palm Beach, FL",2015-10-01,2017-07-01,DL
"Detroit, MI","West Palm Beach/Palm Beach, FL",2017-10-01,2018-07-01,DL
"Miami, FL (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",2008-01-01,2009-01-01,FL
"Miami, FL (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",2009-01-01,2012-01-01,WN
"Miami, FL (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",2012-01-01,2012-10-01,US
"Miami, FL (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",2012-10-01,2013-01-01,WN
"Miami, FL (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",2013-01-01,2015-07-01,US
"Miami, FL (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",2015-07-01,2018-07-01,AA
"Charlotte, NC","Las Vegas, NV",2008-01-01,2015-07-01,US
"Charlotte, NC","Las Vegas, NV",2015-07-01,2018-07-01,AA
"Charlotte, NC","Cleveland, OH (Metropolitan Area)",2008-01-01,2015-07-01,US
"Charlotte, NC","Cleveland, OH (Metropolitan Area)",2015-07-01,2018-07-01,AA
"Dallas/Fort Worth, TX","San Diego, CA",2008-01-01,2018-07-01,AA
"Detroit, MI","Los Angeles, CA (Metropolitan Area)",2008-01-01,2010-01-01,NW
"Detroit, MI","Los Angeles, CA (Metropolitan Area)",2010-01-01,2018-07-01,DL
"Denver, CO","Kansas City, MO",2008-01-01,2008-10-01,F9
"Denver, CO","Kansas City, MO",2008-10-01,2011-07-01,WN
"Denver, CO","Kansas City, MO",2011-07-01,2012-01-01,F9
"Denver, CO","Kansas City, MO",2012-01-01,2012-04-01,WN
"Denver, CO","Kansas City, MO",2012-04-01,2012-07-01,F9
"Denver, CO","Kansas City, MO",2012-07-01,2013-04-01,WN
"Denver, CO","Kansas City, MO",2013-04-01,2013-07-01,F9
"Denver, CO","Kansas City, MO",2013-07-01,2018-07-01,WN
"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",2008-01-01,2008-04-01,WN
"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",2008-04-01,2008-07-01,UA
"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",2008-07-01,2010-04-01,WN
"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",2010-04-01,2010-07-01,UA
"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",2010-07-01,2012-04-01,WN
"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",2012-04-01,2012-07-01,UA
"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",2012-07-01,2016-07-01,WN
"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",2016-07-01,2018-07-01,B6
"Portland, OR","Spokane, WA",2008-01-01,2009-01-01,WN
"Portland, OR","Spokane, WA",2009-01-01,2018-07-01,AS
"Denver, CO","Hartford, CT",2008-01-01,2008-10-01,F9
"Denver, CO","Hartford, CT",2008-10-01,2010-01-01,UA
"Denver, CO","Hartford, CT",2010-01-01,2018-07-01,WN
"Kansas City, MO","Nashville, TN",2008-01-01,2018-07-01,WN
"Las Vegas, NV","Phoenix, AZ",2008-01-01,2018-07-01,WN
"Charleston, SC","Washington, DC (Metropolitan Area)",2008-01-01,2011-04-01,US
"Charleston, SC","Washington, DC (Metropolitan Area)",2011-04-01,2014-01-01,WN
"Charleston, SC","Washington, DC (Metropolitan Area)",2014-01-01,2014-04-01,US
"Charleston, SC","Washington, DC (Metropolitan Area)",2014-04-01,2015-07-01,WN
"Charleston, SC","Washington, DC (Metropolitan Area)",2015-07-01,2015-10-01,AA
"Charleston, SC","Washington, DC (Metropolitan Area)",2015-10-01,2016-04-01,WN
"Charleston, SC","Washington, DC (Metropolitan Area)",2016-04-01,2016-10-01,B6
"Charleston, SC","Washington, DC (Metropolitan Area)",2016-10-01,2017-01-01,WN
"Charleston, SC","Washington, DC (Metropolitan Area)",2017-01-01,2017-04-01,AA
"Charleston, SC","Washington, DC (Metropolitan Area)",2017-04-01,2017-10-01,B6
"Charleston, SC","Washington, DC (Metropolitan Area)",2017-10-01,2018-04-01,AA
"Charleston, SC","Washington, DC (Metropolitan Area)",2018-04-01,2018-07-01,B6
"Denver, CO","Sacramento, CA",2008-01-01,2008-07-01,UA
"Denver, CO","Sacramento, CA",2008-07-01,2008-10-01,WN
"Denver, CO","Sacramento, CA",2008-10-01,2009-01-01,F9
"Denver, CO","Sacramento, CA",2009-01-01,2010-01-01,WN
"Denver, CO","Sacramento, CA",2010-01-01,2010-04-01,UA
"Denver, CO","Sacramento, CA",2010-04-01,2018-07-01,WN
"Tallahassee, FL","Washington, DC (Metropolitan Area)",2009-01-01,2009-07-01,DL
"Tallahassee, FL","Washington, DC (Metropolitan Area)",2012-10-01,2013-01-01,DL
"Tallahassee, FL","Washington, DC (Metropolitan Area)",2013-01-01,2013-04-01,US
"Tallahassee, FL","Washington, DC (Metropolitan Area)",2013-04-01,2013-07-01,DL
"Tallahassee, FL","Washington, DC (Metropolitan Area)",2013-10-01,2014-01-01,DL
"Detroit, MI","New York City, NY (Metropolitan Area)",2008-01-01,2010-01-01,NW
"Detroit, MI","New York City, NY (Metropolitan Area)",2010-01-01,2018-07-01,DL
"Charlotte, NC","Detroit, MI",2008-01-01,2009-10-01,NW
"Charlotte, NC","Detroit, MI",2009-10-01,2010-01-01,US
"Charlotte, NC","Detroit, MI",2010-01-01,2010-07-01,DL
"Charlotte, NC","Detroit, MI",2010-07-01,2011-01-01,US
"Charlotte, NC","Detroit, MI",2011-01-01,2011-04-01,DL
"Charlotte, NC","Detroit, MI",2011-04-01,2012-01-01,US
"Charlotte, NC","Detroit, MI",2012-01-01,2012-07-01,DL
"Charlotte, NC","Detroit, MI",2012-07-01,2015-07-01,US
"Charlotte, NC","Detroit, MI",2015-07-01,2017-01-01,AA
"Charlotte, NC","Detroit, MI",2017-01-01,2017-04-01,DL
"Charlotte, NC","Detroit, MI",2017-04-01,2017-07-01,AA
"Charlotte, NC","Detroit, MI",2017-07-01,2018-04-01,DL
"Charlotte, NC","Detroit, MI",2018-04-01,2018-07-01,AA
"Atlanta, GA (Metropolitan Area)","Columbus, OH",2008-01-01,2018-07-01,DL
"Denver, CO","Tulsa, OK",2008-01-01,2009-01-01,UA
"Denver, CO","Tulsa, OK",2009-01-01,2009-07-01,WN
"Denver, CO","Tulsa, OK",2009-07-01,2010-01-01,UA
"Denver, CO","Tulsa, OK",2010-01-01,2018-07-01,WN
"Medford, OR","Portland, OR",2013-10-01,2014-01-01,AS
"Medford, OR","Portland, OR",2014-04-01,2018-07-01,AS
"Houston, TX","Phoenix, AZ",2008-01-01,2008-04-01,CO
"Houston, TX","Phoenix, AZ",2008-04-01,2008-10-01,WN
"Houston, TX","Phoenix, AZ",2008-10-01,2010-04-01,CO
"Houston, TX","Phoenix, AZ",2010-04-01,2010-10-01,WN
"Houston, TX","Phoenix, AZ",2010-10-01,2011-04-01,CO
"Houston, TX","Phoenix, AZ",2011-04-01,2018-07-01,WN
"Chicago, IL","Reno, NV",2008-01-01,2009-04-01,AA
"Chicago, IL","Reno, NV",2009-04-01,2010-07-01,WN
"Chicago, IL","Reno, NV",2010-07-01,2010-10-01,AA
"Chicago, IL","Reno, NV",2010-10-01,2013-10-01,WN
"Chicago, IL","Reno, NV",2013-10-01,2014-04-01,AA
"Chicago, IL","Reno, NV",2014-04-01,2014-10-01,WN
"Chicago, IL","Reno, NV",2014-10-01,2015-01-01,AA
"Chicago, IL","Reno, NV",2015-01-01,2015-07-01,WN
"Chicago, IL","Reno, NV",2015-07-01,2017-10-01,AA
"Chicago, IL","Reno, NV",2018-01-01,2018-04-01,AA
"Chicago, IL","Reno, NV",2018-04-01,2018-07-01,WN
"Columbus, OH","Dallas/Fort Worth, TX",2008-01-01,2018-07-01,AA
"Atlantic City, NJ","West Palm Beach/Palm Beach, FL",2008-01-01,2008-04-01,NK
"Atlantic City, NJ","West Palm Beach/Palm Beach, FL",2009-01-01,2009-04-01,NK
"Atlantic City, NJ","West Palm Beach/Palm Beach, FL",2010-01-01,2010-04-01,NK
"Atlantic City, NJ","West Palm Beach/Palm Beach, FL",2011-01-01,2011-04-01,NK
"Atlantic City, NJ","West Palm Beach/Palm Beach, FL",2012-01-01,2012-04-01,NK
"Atlantic City, NJ","West Palm Beach/Palm Beach, FL",2013-01-01,2013-04-01,NK
"Atlantic City, NJ","West Palm Beach/Palm Beach, FL",2014-01-01,2014-04-01,NK
"Atlantic City, NJ","West Palm Beach/Palm Beach, FL",2015-01-01,2015-04-01,NK
"Atlantic City, NJ","West Palm Beach/Palm Beach, FL",2016-01-01,2016-04-01,NK
"Sacramento, CA","San Antonio, TX",2008-10-01,2012-07-01,WN
"Sacramento, CA","San Antonio, TX",2012-10-01,2013-01-01,WN
"Sacramento, CA","San Antonio, TX",2015-04-01,2015-07-01,WN
"Sacramento, CA","San Antonio, TX",2016-10-01,2017-01-01,WN
"Sacramento, CA","San Antonio, TX",2017-04-01,2018-01-01,WN
"Sacramento, CA","San Antonio, TX",2018-04-01,2018-07-01,WN
"Burlington, VT","New York City, NY (Metropolitan Area)",2008-01-01,2018-04-01,B6
"Burlington, VT","New York City, NY (Metropolitan Area)",2018-04-01,2018-07-01,DL
"Colorado Springs, CO","Las Vegas, NV",2008-01-01,2010-10-01,G4
"Colorado Springs, CO","Las Vegas, NV",2012-01-01,2012-07-01,G4
"Colorado Springs, CO","Las Vegas, NV",2016-04-01,2016-07-01,F9
"Boston, MA (Metropolitan Area)","Salt Lake City, UT",2008-01-01,2018-07-01,DL
"Chicago, IL","Denver, CO",2008-01-01,2010-07-01,UA
"Chicago, IL","Denver, CO",2010-07-01,2010-10-01,WN
"Chicago, IL","Denver, CO",2010-10-01,2011-01-01,UA
"Chicago, IL","Denver, CO",2011-01-01,2011-04-01,WN
"Chicago, IL","Denver, CO",2011-04-01,2011-07-01,UA
"Chicago, IL","Denver, CO",2011-07-01,2011-10-01,WN
"Chicago, IL","Denver, CO",2011-10-01,2012-01-01,UA
"Chicago, IL","Denver, CO",2012-01-01,2017-10-01,WN
"Chicago, IL","Denver, CO",2017-10-01,2018-07-01,UA
"Dallas/Fort Worth, TX","San Antonio, TX",2008-01-01,2018-07-01,WN
"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",2008-01-01,2012-10-01,WN
"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",2012-10-01,2013-01-01,B6
"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",2013-01-01,2013-04-01,WN
"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",2013-04-01,2013-07-01,B6
"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",2013-07-01,2013-10-01,WN
"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",2013-10-01,2014-01-01,B6
"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",2014-01-01,2014-04-01,US
"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",2014-04-01,2014-07-01,WN
"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",2014-07-01,2014-10-01,B6
"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",2014-10-01,2015-01-01,WN
"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",2015-01-01,2015-07-01,B6
"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",2015-07-01,2017-07-01,AA
"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",2017-07-01,2018-01-01,WN
"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",2018-01-01,2018-07-01,AA
"New York City, NY (Metropolitan Area)","Syracuse, NY",2008-01-01,2014-10-01,B6
"New York City, NY (Metropolitan Area)","Syracuse, NY",2014-10-01,2015-07-01,DL
"New York City, NY (Metropolitan Area)","Syracuse, NY",2015-07-01,2016-01-01,B6
"New York City, NY (Metropolitan Area)","Syracuse, NY",2016-01-01,2016-10-01,DL
"New York City, NY (Metropolitan Area)","Syracuse, NY",2016-10-01,2017-01-01,B6
"New York City, NY (Metropolitan Area)","Syracuse, NY",2017-01-01,2018-07-01,DL
"Memphis, TN","Philadelphia, PA",2008-04-01,2010-01-01,NW
"Memphis, TN","Philadelphia, PA",2010-10-01,2011-01-01,DL
"Memphis, TN","Philadelphia, PA",2011-04-01,2012-01-01,DL
"Memphis, TN","Philadelphia, PA",2012-04-01,2013-07-01,DL
"Memphis, TN","Philadelphia, PA",2013-10-01,2014-01-01,US
"Memphis, TN","Philadelphia, PA",2014-04-01,2015-07-01,US
"Memphis, TN","Philadelphia, PA",2015-07-01,2018-07-01,AA
"Indianapolis, IN","Phoenix, AZ",2008-01-01,2009-07-01,WN
"Indianapolis, IN","Phoenix, AZ",2009-07-01,2010-01-01,US
"Indianapolis, IN","Phoenix, AZ",2010-01-01,2010-07-01,WN
"Indianapolis, IN","Phoenix, AZ",2010-07-01,2011-01-01,US
"Indianapolis, IN","Phoenix, AZ",2011-01-01,2014-10-01,WN
"Indianapolis, IN","Phoenix, AZ",2014-10-01,2015-01-01,US
"Indianapolis, IN","Phoenix, AZ",2015-01-01,2017-10-01,WN
"Indianapolis, IN","Phoenix, AZ",2017-10-01,2018-01-01,AA
"Indianapolis, IN","Phoenix, AZ",2018-01-01,2018-07-01,WN
"Philadelphia, PA","Raleigh/Durham, NC",2008-01-01,2010-01-01,WN
"Philadelphia, PA","Raleigh/Durham, NC",2010-01-01,2010-04-01,US
"Philadelphia, PA","Raleigh/Durham, NC",2010-04-01,2010-07-01,WN
"Philadelphia, PA","Raleigh/Durham, NC",2010-07-01,2015-07-01,US
"Philadelphia, PA","Raleigh/Durham, NC",2015-07-01,2018-07-01,AA
"Dallas/Fort Worth, TX","Mission/McAllen/Edinburg, TX",2008-01-01,2010-04-01,AA
"Dallas/Fort Worth, TX","Mission/McAllen/Edinburg, TX",2010-10-01,2011-07-01,AA
"Dallas/Fort Worth, TX","Mission/McAllen/Edinburg, TX",2011-10-01,2012-07-01,AA
"Dallas/Fort Worth, TX","Mission/McAllen/Edinburg, TX",2012-10-01,2017-07-01,AA
"Dallas/Fort Worth, TX","Mission/McAllen/Edinburg, TX",2017-10-01,2018-04-01,AA
"New Orleans, LA","Philadelphia, PA",2008-01-01,2015-07-01,US
"New Orleans, LA","Philadelphia, PA",2015-07-01,2018-07-01,AA
"Norfolk, VA (Metropolitan Area)","San Diego, CA",2008-01-01,2008-04-01,UA
"Norfolk, VA (Metropolitan Area)","San Diego, CA",2008-04-01,2008-07-01,WN
"Norfolk, VA (Metropolitan Area)","San Diego, CA",2008-07-01,2013-10-01,DL
"Norfolk, VA (Metropolitan Area)","San Diego, CA",2013-10-01,2014-10-01,UA
"Norfolk, VA (Metropolitan Area)","San Diego, CA",2014-10-01,2016-10-01,DL
"Norfolk, VA (Metropolitan Area)","San Diego, CA",2016-10-01,2017-10-01,AA
"Norfolk, VA (Metropolitan Area)","San Diego, CA",2017-10-01,2018-07-01,DL
"Columbus, OH","Minneapolis/St. Paul, MN",2008-01-01,2010-01-01,NW
"Columbus, OH","Minneapolis/St. Paul, MN",2010-01-01,2018-07-01,DL
"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)",2008-01-01,2018-07-01,AA
"Boston, MA (Metropolitan Area)","Sarasota/Bradenton, FL",2008-01-01,2008-04-01,US
"Boston, MA (Metropolitan Area)","Sarasota/Bradenton, FL",2009-01-01,2009-07-01,DL
"Boston, MA (Metropolitan Area)","Sarasota/Bradenton, FL",2010-01-01,2010-07-01,FL
"Boston, MA (Metropolitan Area)","Sarasota/Bradenton, FL",2010-10-01,2011-07-01,B6
"Boston, MA (Metropolitan Area)","Sarasota/Bradenton, FL",2011-10-01,2012-07-01,B6
"Boston, MA (Metropolitan Area)","Sarasota/Bradenton, FL",2012-10-01,2014-07-01,B6
"Boston, MA (Metropolitan Area)","Sarasota/Bradenton, FL",2014-10-01,2015-07-01,B6
"Boston, MA (Metropolitan Area)","Sarasota/Bradenton, FL",2015-10-01,2016-07-01,B6
"Boston, MA (Metropolitan Area)","Sarasota/Bradenton, FL",2016-10-01,2017-07-01,B6
"Boston, MA (Metropolitan Area)","Sarasota/Bradenton, FL",2017-10-01,2018-07-01,B6
"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",2008-01-01,2018-07-01,WN
"Minneapolis/St. Paul, MN","Nashville, TN",2008-01-01,2010-01-01,NW
"Minneapolis/St. Paul, MN","Nashville, TN",2010-01-01,2018-07-01,DL
"Louisville, KY","San Francisco, CA (Metropolitan Area)",2008-04-01,2009-01-01,WN
"Louisville, KY","San Francisco, CA (Metropolitan Area)",2009-04-01,2010-01-01,WN
"Louisville, KY","San Francisco, CA (Metropolitan Area)",2010-04-01,2011-01-01,WN
"Louisville, KY","San Francisco, CA (Metropolitan Area)",2011-04-01,2012-01-01,WN
"Louisville, KY","San Francisco, CA (Metropolitan Area)",2012-04-01,2013-01-01,WN
