city1,city2,start,end,carrier_low
"Minneapolis/St. Paul, MN","Sacramento, CA",2016-01-01,2016-04-01,WN
"Minneapolis/St. Paul, MN","Sacramento, CA",2016-04-01,2016-10-01,AA
"Minneapolis/St. Paul, MN","Sacramento, CA",2016-10-01,2017-01-01,WN
"Minneapolis/St. Paul, MN","Sacramento, CA",2017-01-01,2017-04-01,UA
"Minneapolis/St. Paul, MN","Sacramento, CA",2017-04-01,2017-10-01,AA
"Minneapolis/St. Paul, MN","Sacramento, CA",2017-10-01,2018-01-01,AS
"Minneapolis/St. Paul, MN","Sacramento, CA",2018-01-01,2018-07-01,WN
"Burlington, VT","Miami, FL (Metropolitan Area)",2008-01-01,2008-04-01,DL
"Burlington, VT","Miami, FL (Metropolitan Area)",2008-07-01,2008-10-01,FL
"Burlington, VT","Miami, FL (Metropolitan Area)",2008-10-01,2009-04-01,B6
"Burlington, VT","Miami, FL (Metropolitan Area)",2009-07-01,2009-10-01,B6
"Burlington, VT","Miami, FL (Metropolitan Area)",2010-01-01,2010-04-01,DL
"Burlington, VT","Miami, FL (Metropolitan Area)",2011-01-01,2011-04-01,DL
"Burlington, VT","Miami, FL (Metropolitan Area)",2012-01-01,2012-04-01,UA
"Atlanta, GA (Metropolitan Area)","Charlotte, NC",2008-01-01,2010-01-01,FL
"Atlanta, GA (Metropolitan Area)","Charlotte, NC",2010-01-01,2010-04-01,US
"Atlanta, GA (Metropolitan Area)","Charlotte, NC",2010-04-01,2010-07-01,FL
"Atlanta, GA (Metropolitan Area)","Charlotte, NC",2010-07-01,2011-07-01,US
"Atlanta, GA (Metropolitan Area)","Charlotte, NC",2011-07-01,2011-10-01,DL
"Atlanta, GA (Metropolitan Area)","Charlotte, NC",2011-10-01,2012-01-01,US
"Atlanta, GA (Metropolitan Area)","Charlotte, NC",2012-01-01,2012-04-01,DL
"Atlanta, GA (Metropolitan Area)","Charlotte, NC",2012-04-01,2013-01-01,US
"Atlanta, GA (Metropolitan Area)","Charlotte, NC",2013-01-01,2013-04-01,FL
"Atlanta, GA (Metropolitan Area)","Charlotte, NC",2013-04-01,2015-07-01,US
"Atlanta, GA (Metropolitan Area)","Charlotte, NC",2015-07-01,2016-10-01,AA
"Atlanta, GA (Metropolitan Area)","Charlotte, NC",2016-10-01,2017-01-01,DL
"Atlanta, GA (Metropolitan Area)","Charlotte, NC",2017-01-01,2018-07-01,AA
"Sarasota/Bradenton, FL","Washington, DC (Metropolitan Area)",2008-01-01,2008-07-01,FL
"Sarasota/Bradenton, FL","Washington, DC (Metropolitan Area)",2008-10-01,2012-04-01,FL
"Sarasota/Bradenton, FL","Washington, DC (Metropolitan Area)",2012-04-01,2014-07-01,DL
"Sarasota/Bradenton, FL","Washington, DC (Metropolitan Area)",2015-01-01,2015-04-01,DL
"Sarasota/Bradenton, FL","Washington, DC (Metropolitan Area)",2016-01-01,2016-04-01,DL
"Sarasota/Bradenton, FL","Washington, DC (Metropolitan Area)",2016-10-01,2017-04-01,AA
"Columbus, OH","Phoenix, AZ",2008-01-01,2009-04-01,WN
"Columbus, OH","Phoenix, AZ",2009-04-01,2009-07-01,US
"Columbus, OH","Phoenix, AZ",2009-07-01,2010-01-01,WN
"Columbus, OH","Phoenix, AZ",2010-01-01,2010-04-01,DL
"Columbus, OH","Phoenix, AZ",2010-04-01,2010-07-01,US
"Columbus, OH","Phoenix, AZ",2010-07-01,2010-10-01,DL
"Columbus, OH","Phoenix, AZ",2010-10-01,2013-04-01,WN
"Columbus, OH","Phoenix, AZ",2013-04-01,2013-10-01,DL
"Columbus, OH","Phoenix, AZ",2013-10-01,2017-04-01,WN
"Columbus, OH","Phoenix, AZ",2017-04-01,2017-07-01,AA
"Columbus, OH","Phoenix, AZ",2017-07-01,2018-07-01,WN
"Colorado Springs, CO","Phoenix, AZ",2008-01-01,2008-04-01,DL
"Colorado Springs, CO","Phoenix, AZ",2008-04-01,2008-07-01,F9
"Colorado Springs, CO","Phoenix, AZ",2008-10-01,2009-01-01,UA
"Colorado Springs, CO","Phoenix, AZ",2009-01-01,2009-04-01,US
"Colorado Springs, CO","Phoenix, AZ",2009-04-01,2009-10-01,F9
"Colorado Springs, CO","Phoenix, AZ",2009-10-01,2010-01-01,UA
"Colorado Springs, CO","Phoenix, AZ",2012-04-01,2012-10-01,G4
"Colorado Springs, CO","Phoenix, AZ",2012-10-01,2013-04-01,F9
"Amarillo, TX","Houston, TX",2008-04-01,2008-10-01,WN
"Amarillo, TX","Houston, TX",2008-10-01,2010-04-01,CO
"Amarillo, TX","Houston, TX",2010-04-01,2012-10-01,WN
"Amarillo, TX","Houston, TX",2012-10-01,2013-01-01,UA
"Amarillo, TX","Houston, TX",2013-01-01,2013-07-01,WN
"Amarillo, TX","Houston, TX",2013-07-01,2014-01-01,UA
"Amarillo, TX","Houston, TX",2014-01-01,2014-07-01,WN
"Amarillo, TX","Houston, TX",2014-10-01,2015-04-01,WN
"Orlando, FL","Seattle, WA",2008-01-01,2008-10-01,WN
"Orlando, FL","Seattle, WA",2008-10-01,2009-01-01,UA
"Orlando, FL","Seattle, WA",2009-01-01,2009-04-01,CO
"Orlando, FL","Seattle, WA",2009-04-01,2009-07-01,WN
"Orlando, FL","Seattle, WA",2009-07-01,2010-01-01,CO
"Orlando, FL","Seattle, WA",2010-01-01,2010-04-01,AA
"Orlando, FL","Seattle, WA",2010-04-01,2010-07-01,WN
"Orlando, FL","Seattle, WA",2010-07-01,2012-01-01,DL
"Orlando, FL","Seattle, WA",2012-01-01,2013-04-01,UA
"Orlando, FL","Seattle, WA",2013-04-01,2013-07-01,WN
"Orlando, FL","Seattle, WA",2013-07-01,2013-10-01,UA
"Orlando, FL","Seattle, WA",2013-10-01,2014-10-01,WN
"Orlando, FL","Seattle, WA",2014-10-01,2015-01-01,AA
"Orlando, FL","Seattle, WA",2015-01-01,2015-07-01,US
"Orlando, FL","Seattle, WA",2015-07-01,2015-10-01,AA
"Orlando, FL","Seattle, WA",2015-10-01,2016-04-01,UA
"Orlando, FL","Seattle, WA",2016-04-01,2016-07-01,AA
"Orlando, FL","Seattle, WA",2016-07-01,2017-01-01,WN
"Orlando, FL","Seattle, WA",2017-01-01,2018-07-01,UA
"Atlanta, GA (Metropolitan Area)","Flint, MI",2008-01-01,2011-04-01,FL
"Atlanta, GA (Metropolitan Area)","Flint, MI",2011-04-01,2011-07-01,DL
"Atlanta, GA (Metropolitan Area)","Flint, MI",2011-07-01,2013-07-01,FL
"Atlanta, GA (Metropolitan Area)","Flint, MI",2013-07-01,2014-01-01,WN
"Atlanta, GA (Metropolitan Area)","Flint, MI",2014-04-01,2015-01-01,WN
"Atlanta, GA (Metropolitan Area)","Flint, MI",2015-04-01,2016-01-01,WN
"Atlanta, GA (Metropolitan Area)","Flint, MI",2016-04-01,2016-07-01,UA
"Atlanta, GA (Metropolitan Area)","Flint, MI",2016-07-01,2016-10-01,WN
"Atlanta, GA (Metropolitan Area)","Flint, MI",2017-07-01,2018-01-01,WN
"El Paso, TX","Houston, TX",2008-01-01,2018-07-01,WN
"Denver, CO","Phoenix, AZ",2008-01-01,2008-04-01,WN
"Denver, CO","Phoenix, AZ",2008-04-01,2009-07-01,F9
"Denver, CO","Phoenix, AZ",2009-07-01,2009-10-01,WN
"Denver, CO","Phoenix, AZ",2009-10-01,2010-01-01,F9
"Denver, CO","Phoenix, AZ",2010-01-01,2010-04-01,WN
"Denver, CO","Phoenix, AZ",2010-04-01,2012-01-01,F9
"Denver, CO","Phoenix, AZ",2012-01-01,2012-04-01,WN
"Denver, CO","Phoenix, AZ",2012-04-01,2013-01-01,F9
"Denver, CO","Phoenix, AZ",2013-01-01,2013-04-01,WN
"Denver, CO","Phoenix, AZ",2013-04-01,2014-01-01,F9
"Denver, CO","Phoenix, AZ",2014-01-01,2014-04-01,US
"Denver, CO","Phoenix, AZ",2014-04-01,2015-04-01,F9
"Denver, CO","Phoenix, AZ",2015-04-01,2015-07-01,WN
"Denver, CO","Phoenix, AZ",2015-07-01,2016-01-01,F9
"Denver, CO","Phoenix, AZ",2016-01-01,2018-07-01,AA
"Denver, CO","Houston, TX",2008-01-01,2012-07-01,F9
"Denver, CO","Houston, TX",2012-07-01,2012-10-01,WN
"Denver, CO","Houston, TX",2012-10-01,2015-04-01,F9
"Denver, CO","Houston, TX",2015-04-01,2015-07-01,WN
"Denver, CO","Houston, TX",2015-07-01,2017-10-01,F9
"Denver, CO","Houston, TX",2017-10-01,2018-07-01,WN
"Buffalo, NY","Las Vegas, NV",2008-01-01,2008-04-01,DL
"Buffalo, NY","Las Vegas, NV",2008-04-01,2008-07-01,NW
"Buffalo, NY","Las Vegas, NV",2008-07-01,2009-07-01,CO
"Buffalo, NY","Las Vegas, NV",2009-07-01,2009-10-01,FL
"Buffalo, NY","Las Vegas, NV",2009-10-01,2010-04-01,DL
"Buffalo, NY","Las Vegas, NV",2010-04-01,2010-10-01,FL
"Buffalo, NY","Las Vegas, NV",2010-10-01,2011-01-01,DL
"Buffalo, NY","Las Vegas, NV",2011-01-01,2011-07-01,AA
"Buffalo, NY","Las Vegas, NV",2011-07-01,2012-01-01,CO
"Buffalo, NY","Las Vegas, NV",2012-01-01,2013-04-01,UA
"Buffalo, NY","Las Vegas, NV",2013-04-01,2013-07-01,DL
"Buffalo, NY","Las Vegas, NV",2013-07-01,2013-10-01,WN
"Buffalo, NY","Las Vegas, NV",2013-10-01,2014-04-01,UA
"Buffalo, NY","Las Vegas, NV",2014-04-01,2014-07-01,AA
"Buffalo, NY","Las Vegas, NV",2014-07-01,2015-01-01,WN
"Buffalo, NY","Las Vegas, NV",2015-01-01,2015-04-01,B6
"Buffalo, NY","Las Vegas, NV",2015-04-01,2016-04-01,WN
"Buffalo, NY","Las Vegas, NV",2016-04-01,2016-07-01,AA
"Buffalo, NY","Las Vegas, NV",2016-07-01,2016-10-01,B6
"Buffalo, NY","Las Vegas, NV",2016-10-01,2017-01-01,DL
"Buffalo, NY","Las Vegas, NV",2017-01-01,2017-04-01,B6
"Buffalo, NY","Las Vegas, NV",2017-04-01,2017-07-01,UA
"Buffalo, NY","Las Vegas, NV",2017-07-01,2018-04-01,WN
"Buffalo, NY","Las Vegas, NV",2018-04-01,2018-07-01,F9
"Austin, TX","Phoenix, AZ",2008-01-01,2008-04-01,WN
"Austin, TX","Phoenix, AZ",2008-04-01,2014-04-01,US
"Austin, TX","Phoenix, AZ",2014-04-01,2018-07-01,WN
"Seattle, WA","Tucson, AZ",2008-01-01,2008-07-01,WN
"Seattle, WA","Tucson, AZ",2008-07-01,2008-10-01,AS
"Seattle, WA","Tucson, AZ",2008-10-01,2009-01-01,US
"Seattle, WA","Tucson, AZ",2009-01-01,2009-07-01,WN
"Seattle, WA","Tucson, AZ",2009-07-01,2010-01-01,AS
"Seattle, WA","Tucson, AZ",2010-01-01,2010-07-01,US
"Seattle, WA","Tucson, AZ",2010-07-01,2010-10-01,DL
"Seattle, WA","Tucson, AZ",2010-10-01,2011-04-01,AS
"Seattle, WA","Tucson, AZ",2011-04-01,2011-07-01,WN
"Seattle, WA","Tucson, AZ",2011-07-01,2011-10-01,AS
"Seattle, WA","Tucson, AZ",2011-10-01,2012-01-01,WN
"Seattle, WA","Tucson, AZ",2012-01-01,2012-04-01,AS
"Seattle, WA","Tucson, AZ",2012-04-01,2013-07-01,WN
"Seattle, WA","Tucson, AZ",2013-07-01,2013-10-01,US
"Seattle, WA","Tucson, AZ",2013-10-01,2015-01-01,WN
"Seattle, WA","Tucson, AZ",2015-01-01,2015-04-01,US
"Seattle, WA","Tucson, AZ",2015-04-01,2016-01-01,WN
"Seattle, WA","Tucson, AZ",2016-01-01,2016-04-01,AA
"Seattle, WA","Tucson, AZ",2016-04-01,2016-07-01,AS
"Seattle, WA","Tucson, AZ",2016-07-01,2016-10-01,WN
"Seattle, WA","Tucson, AZ",2016-10-01,2017-01-01,AS
"Seattle, WA","Tucson, AZ",2017-01-01,2017-04-01,DL
"Seattle, WA","Tucson, AZ",2017-04-01,2017-07-01,AS
"Seattle, WA","Tucson, AZ",2017-07-01,2018-01-01,WN
"Seattle, WA","Tucson, AZ",2018-01-01,2018-04-01,AS
"Seattle, WA","Tucson, AZ",2018-04-01,2018-07-01,WN
"Fort Myers, FL","Washington, DC (Metropolitan Area)",2008-01-01,2009-01-01,FL
"Fort Myers, FL","Washington, DC (Metropolitan Area)",2009-01-01,2009-04-01,B6
"Fort Myers, FL","Washington, DC (Metropolitan Area)",2009-04-01,2011-04-01,FL
"Fort Myers, FL","Washington, DC (Metropolitan Area)",2011-04-01,2011-07-01,WN
"Fort Myers, FL","Washington, DC (Metropolitan Area)",2011-07-01,2012-01-01,DL
"Fort Myers, FL","Washington, DC (Metropolitan Area)",2012-01-01,2014-10-01,FL
"Fort Myers, FL","Washington, DC (Metropolitan Area)",2014-10-01,2015-04-01,F9
"Fort Myers, FL","Washington, DC (Metropolitan Area)",2015-04-01,2016-10-01,B6
"Fort Myers, FL","Washington, DC (Metropolitan Area)",2016-10-01,2017-01-01,WN
"Fort Myers, FL","Washington, DC (Metropolitan Area)",2017-01-01,2017-04-01,B6
"Fort Myers, FL","Washington, DC (Metropolitan Area)",2017-04-01,2017-07-01,WN
"Fort Myers, FL","Washington, DC (Metropolitan Area)",2017-07-01,2017-10-01,B6
"Fort Myers, FL","Washington, DC (Metropolitan Area)",2017-10-01,2018-01-01,WN
"Fort Myers, FL","Washington, DC (Metropolitan Area)",2018-01-01,2018-07-01,B6
"Albany, NY","San Francisco, CA (Metropolitan Area)",2008-04-01,2009-01-01,WN
"Albany, NY","San Francisco, CA (Metropolitan Area)",2009-04-01,2009-10-01,CO
"Albany, NY","San Francisco, CA (Metropolitan Area)",2009-10-01,2010-01-01,WN
"Albany, NY","San Francisco, CA (Metropolitan Area)",2010-04-01,2010-07-01,WN
"Albany, NY","San Francisco, CA (Metropolitan Area)",2010-07-01,2010-10-01,DL
"Albany, NY","San Francisco, CA (Metropolitan Area)",2010-10-01,2011-01-01,WN
"Albany, NY","San Francisco, CA (Metropolitan Area)",2011-07-01,2012-01-01,CO
"Albany, NY","San Francisco, CA (Metropolitan Area)",2012-04-01,2012-10-01,WN
"Albany, NY","San Francisco, CA (Metropolitan Area)",2012-10-01,2013-01-01,US
"Albany, NY","San Francisco, CA (Metropolitan Area)",2013-04-01,2014-01-01,WN
"Albany, NY","San Francisco, CA (Metropolitan Area)",2014-04-01,2015-01-01,WN
"Albany, NY","San Francisco, CA (Metropolitan Area)",2015-04-01,2016-01-01,WN
"Albany, NY","San Francisco, CA (Metropolitan Area)",2016-04-01,2017-01-01,WN
"Albany, NY","San Francisco, CA (Metropolitan Area)",2017-04-01,2018-01-01,WN
"Albany, NY","San Francisco, CA (Metropolitan Area)",2018-04-01,2018-07-01,WN
"Albuquerque, NM","Denver, CO",2008-01-01,2008-07-01,WN
"Albuquerque, NM","Denver, CO",2008-07-01,2009-07-01,F9
"Albuquerque, NM","Denver, CO",2009-07-01,2010-04-01,WN
"Albuquerque, NM","Denver, CO",2010-04-01,2010-07-01,F9
"Albuquerque, NM","Denver, CO",2010-07-01,2010-10-01,WN
"Albuquerque, NM","Denver, CO",2010-10-01,2014-01-01,F9
"Albuquerque, NM","Denver, CO",2014-01-01,2018-01-01,WN
"Albuquerque, NM","Denver, CO",2018-01-01,2018-04-01,UA
"Albuquerque, NM","Denver, CO",2018-04-01,2018-07-01,WN
"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",2008-01-01,2008-04-01,WN
"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",2008-04-01,2008-10-01,FL
"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",2008-10-01,2009-01-01,CO
"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",2009-01-01,2010-04-01,FL
"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",2010-04-01,2010-07-01,CO
"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",2010-07-01,2011-01-01,FL
"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",2011-01-01,2011-04-01,WN
"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",2011-04-01,2012-01-01,FL
"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",2012-01-01,2013-01-01,WN
"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",2013-01-01,2013-04-01,NK
"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",2013-04-01,2013-07-01,WN
"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",2013-07-01,2014-01-01,NK
"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",2014-01-01,2014-07-01,WN
"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",2014-07-01,2014-10-01,NK
"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",2014-10-01,2016-10-01,WN
"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",2016-10-01,2017-01-01,VX
"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",2017-01-01,2018-07-01,WN
"Boston, MA (Metropolitan Area)","Pittsburgh, PA",2008-01-01,2008-04-01,B6
"Boston, MA (Metropolitan Area)","Pittsburgh, PA",2008-04-01,2008-07-01,WN
"Boston, MA (Metropolitan Area)","Pittsburgh, PA",2008-07-01,2008-10-01,B6
"Boston, MA (Metropolitan Area)","Pittsburgh, PA",2008-10-01,2009-01-01,WN
"Boston, MA (Metropolitan Area)","Pittsburgh, PA",2009-01-01,2017-10-01,B6
"Boston, MA (Metropolitan Area)","Pittsburgh, PA",2017-10-01,2018-07-01,DL
"Nashville, TN","San Francisco, CA (Metropolitan Area)",2008-01-01,2008-07-01,WN
"Nashville, TN","San Francisco, CA (Metropolitan Area)",2008-07-01,2008-10-01,AA
"Nashville, TN","San Francisco, CA (Metropolitan Area)",2008-10-01,2009-10-01,WN
"Nashville, TN","San Francisco, CA (Metropolitan Area)",2009-10-01,2010-04-01,AA
"Nashville, TN","San Francisco, CA (Metropolitan Area)",2010-04-01,2011-10-01,DL
"Nashville, TN","San Francisco, CA (Metropolitan Area)",2011-10-01,2013-07-01,AA
"Nashville, TN","San Francisco, CA (Metropolitan Area)",2013-07-01,2013-10-01,WN
"Nashville, TN","San Francisco, CA (Metropolitan Area)",2013-10-01,2014-01-01,DL
"Nashville, TN","San Francisco, CA (Metropolitan Area)",2014-01-01,2014-04-01,AA
"Nashville, TN","San Francisco, CA (Metropolitan Area)",2014-04-01,2017-10-01,WN
"Nashville, TN","San Francisco, CA (Metropolitan Area)",2017-10-01,2018-04-01,VX
"Nashville, TN","San Francisco, CA (Metropolitan Area)",2018-04-01,2018-07-01,AS
"Charlotte, NC","San Francisco, CA (Metropolitan Area)",2008-01-01,2008-04-01,DL
"Charlotte, NC","San Francisco, CA (Metropolitan Area)",2008-04-01,2008-10-01,AA
"Charlotte, NC","San Francisco, CA (Metropolitan Area)",2008-10-01,2009-01-01,UA
"Charlotte, NC","San Francisco, CA (Metropolitan Area)",2009-01-01,2009-04-01,AA
"Charlotte, NC","San Francisco, CA (Metropolitan Area)",2009-04-01,2010-01-01,UA
"Charlotte, NC","San Francisco, CA (Metropolitan Area)",2010-01-01,2010-10-01,DL
"Charlotte, NC","San Francisco, CA (Metropolitan Area)",2010-10-01,2011-01-01,US
"Charlotte, NC","San Francisco, CA (Metropolitan Area)",2011-01-01,2011-07-01,AA
"Charlotte, NC","San Francisco, CA (Metropolitan Area)",2011-07-01,2012-01-01,DL
"Charlotte, NC","San Francisco, CA (Metropolitan Area)",2012-01-01,2012-04-01,AA
"Charlotte, NC","San Francisco, CA (Metropolitan Area)",2012-04-01,2014-10-01,DL
"Charlotte, NC","San Francisco, CA (Metropolitan Area)",2014-10-01,2015-04-01,UA
"Charlotte, NC","San Francisco, CA (Metropolitan Area)",2015-04-01,2015-07-01,DL
"Charlotte, NC","San Francisco, CA (Metropolitan Area)",2015-07-01,2015-10-01,UA
"Charlotte, NC","San Francisco, CA (Metropolitan Area)",2015-10-01,2016-07-01,DL
"Charlotte, NC","San Francisco, CA (Metropolitan Area)",2016-07-01,2017-01-01,F9
"Charlotte, NC","San Francisco, CA (Metropolitan Area)",2017-01-01,2017-04-01,DL
"Charlotte, NC","San Francisco, CA (Metropolitan Area)",2017-04-01,2018-07-01,F9
"Cincinnati, OH","Las Vegas, NV",2008-01-01,2008-04-01,AA
"Cincinnati, OH","Las Vegas, NV",2008-04-01,2008-07-01,UA
"Cincinnati, OH","Las Vegas, NV",2009-01-01,2009-04-01,NW
"Cincinnati, OH","Las Vegas, NV",2009-04-01,2009-07-01,US
"Cincinnati, OH","Las Vegas, NV",2009-07-01,2009-10-01,NW
"Cincinnati, OH","Las Vegas, NV",2009-10-01,2010-01-01,DL
"Cincinnati, OH","Las Vegas, NV",2010-01-01,2010-07-01,CO
"Cincinnati, OH","Las Vegas, NV",2010-07-01,2010-10-01,UA
"Cincinnati, OH","Las Vegas, NV",2010-10-01,2011-01-01,DL
"Cincinnati, OH","Las Vegas, NV",2011-01-01,2011-10-01,CO
"Cincinnati, OH","Las Vegas, NV",2011-10-01,2012-04-01,DL
"Cincinnati, OH","Las Vegas, NV",2012-04-01,2012-07-01,UA
"Cincinnati, OH","Las Vegas, NV",2012-07-01,2012-10-01,DL
"Cincinnati, OH","Las Vegas, NV",2012-10-01,2013-01-01,AA
"Cincinnati, OH","Las Vegas, NV",2013-01-01,2013-04-01,UA
"Cincinnati, OH","Las Vegas, NV",2013-04-01,2015-01-01,F9
"Cincinnati, OH","Las Vegas, NV",2015-01-01,2016-04-01,G4
"Cincinnati, OH","Las Vegas, NV",2016-04-01,2018-07-01,F9
"Dallas/Fort Worth, TX","Grand Rapids, MI",2010-07-01,2010-10-01,DL
"Dallas/Fort Worth, TX","Grand Rapids, MI",2011-07-01,2011-10-01,AA
"Dallas/Fort Worth, TX","Grand Rapids, MI",2012-07-01,2012-10-01,DL
"Dallas/Fort Worth, TX","Grand Rapids, MI",2013-07-01,2013-10-01,DL
"Dallas/Fort Worth, TX","Grand Rapids, MI",2014-04-01,2014-10-01,DL
"Dallas/Fort Worth, TX","Grand Rapids, MI",2014-10-01,2015-01-01,UA
"Dallas/Fort Worth, TX","Grand Rapids, MI",2015-01-01,2015-07-01,WN
"Dallas/Fort Worth, TX","Grand Rapids, MI",2015-07-01,2016-04-01,DL
"Dallas/Fort Worth, TX","Grand Rapids, MI",2016-07-01,2018-01-01,WN
"Dallas/Fort Worth, TX","Grand Rapids, MI",2018-01-01,2018-04-01,DL
"Dallas/Fort Worth, TX","Grand Rapids, MI",2018-04-01,2018-07-01,UA
"Birmingham, AL","Chicago, IL",2008-01-01,2008-04-01,AA
"Birmingham, AL","Chicago, IL",2008-04-01,2015-01-01,WN
"Birmingham, AL","Chicago, IL",2015-01-01,2015-04-01,DL
"Birmingham, AL","Chicago, IL",2015-04-01,2018-07-01,WN
"Corpus Christi, TX","Houston, TX",2008-01-01,2008-04-01,CO
"Corpus Christi, TX","Houston, TX",2008-04-01,2011-10-01,WN
"Corpus Christi, TX","Houston, TX",2012-01-01,2014-07-01,WN
"Houston, TX","Washington, DC (Metropolitan Area)",2008-01-01,2011-07-01,WN
"Houston, TX","Washington, DC (Metropolitan Area)",2011-07-01,2011-10-01,FL
"Houston, TX","Washington, DC (Metropolitan Area)",2011-10-01,2012-07-01,WN
"Houston, TX","Washington, DC (Metropolitan Area)",2012-07-01,2013-01-01,US
"Houston, TX","Washington, DC (Metropolitan Area)",2013-01-01,2014-01-01,WN
"Houston, TX","Washington, DC (Metropolitan Area)",2014-01-01,2014-04-01,US
"Houston, TX","Washington, DC (Metropolitan Area)",2014-04-01,2018-07-01,WN
"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",2008-01-01,2011-07-01,AS
"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",2011-07-01,2011-10-01,AA
"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",2011-10-01,2012-01-01,AS
"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",2012-01-01,2012-07-01,VX
"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",2012-07-01,2012-10-01,AS
"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",2012-10-01,2013-04-01,VX
"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",2013-04-01,2018-07-01,AS
"Albany, NY","Chicago, IL",2008-01-01,2017-04-01,WN
"Albany, NY","Chicago, IL",2017-04-01,2017-07-01,UA
"Albany, NY","Chicago, IL",2017-07-01,2018-07-01,WN
"Fort Myers, FL","Minneapolis/St. Paul, MN",2008-01-01,2008-07-01,SY
"Fort Myers, FL","Minneapolis/St. Paul, MN",2008-07-01,2008-10-01,FL
"Fort Myers, FL","Minneapolis/St. Paul, MN",2008-10-01,2009-07-01,SY
"Fort Myers, FL","Minneapolis/St. Paul, MN",2009-07-01,2009-10-01,FL
"Fort Myers, FL","Minneapolis/St. Paul, MN",2009-10-01,2010-01-01,SY
"Fort Myers, FL","Minneapolis/St. Paul, MN",2010-01-01,2010-04-01,NW
"Fort Myers, FL","Minneapolis/St. Paul, MN",2010-04-01,2010-07-01,SY
"Fort Myers, FL","Minneapolis/St. Paul, MN",2010-07-01,2010-10-01,FL
"Fort Myers, FL","Minneapolis/St. Paul, MN",2010-10-01,2011-07-01,SY
"Fort Myers, FL","Minneapolis/St. Paul, MN",2011-07-01,2011-10-01,FL
"Fort Myers, FL","Minneapolis/St. Paul, MN",2011-10-01,2012-07-01,SY
"Fort Myers, FL","Minneapolis/St. Paul, MN",2012-07-01,2012-10-01,FL
"Fort Myers, FL","Minneapolis/St. Paul, MN",2012-10-01,2013-07-01,NK
"Fort Myers, FL","Minneapolis/St. Paul, MN",2013-07-01,2013-10-01,SY
"Fort Myers, FL","Minneapolis/St. Paul, MN",2013-10-01,2014-07-01,NK
"Fort Myers, FL","Minneapolis/St. Paul, MN",2014-07-01,2014-10-01,SY
"Fort Myers, FL","Minneapolis/St. Paul, MN",2014-10-01,2015-04-01,NK
"Fort Myers, FL","Minneapolis/St. Paul, MN",2015-04-01,2015-07-01,SY
"Fort Myers, FL","Minneapolis/St. Paul, MN",2015-07-01,2015-10-01,WN
"Fort Myers, FL","Minneapolis/St. Paul, MN",2015-10-01,2016-04-01,NK
"Fort Myers, FL","Minneapolis/St. Paul, MN",2016-04-01,2016-10-01,SY
"Fort Myers, FL","Minneapolis/St. Paul, MN",2016-10-01,2017-07-01,NK
"Fort Myers, FL","Minneapolis/St. Paul, MN",2017-07-01,2017-10-01,SY
"Fort Myers, FL","Minneapolis/St. Paul, MN",2017-10-01,2018-04-01,NK
"Fort Myers, FL","Minneapolis/St. Paul, MN",2018-04-01,2018-07-01,SY
"Charlotte, NC","Hartford, CT",2008-01-01,2008-04-01,UA
